,loss,accuracy,val_loss,val_accuracy
0,18.72905921936035,0.5757894515991211,9.031715393066406,0.5552050471305847
1,6.4769134521484375,0.706315815448761,4.701687335968018,0.7665615081787109
2,3.9360458850860596,0.7105262875556946,3.252439498901367,0.7413249015808105
3,2.9187328815460205,0.7284210324287415,2.5444552898406982,0.7697160840034485
4,2.2977988719940186,0.7347368597984314,2.1179301738739014,0.7066246271133423
5,1.914502739906311,0.7326315641403198,1.7123944759368896,0.7665615081787109
6,1.63663911819458,0.7357894778251648,1.503490924835205,0.7634069323539734
7,1.4146987199783325,0.7557894587516785,1.3182501792907715,0.7570977807044983
8,1.2753453254699707,0.7473683953285217,1.1820788383483887,0.7634069323539734
9,1.1431742906570435,0.7631579041481018,1.0714396238327026,0.7602523565292358
10,1.0484720468521118,0.7526316046714783,1.0205817222595215,0.7507886290550232
11,0.9843496084213257,0.7505263090133667,0.9367101788520813,0.7665615081787109
12,0.9087929129600525,0.7484210729598999,0.8763341903686523,0.7570977807044983
13,0.8650456070899963,0.7547368407249451,0.9273102879524231,0.7223974466323853
14,0.8213501572608948,0.7557894587516785,0.7959089279174805,0.7634069323539734
15,0.7888003587722778,0.7431579232215881,0.7712076306343079,0.7570977807044983
16,0.7460840940475464,0.7557894587516785,0.7581612467765808,0.738170325756073
17,0.762581467628479,0.7442105412483215,0.74278324842453,0.7507886290550232
18,0.7210068702697754,0.7515789270401001,0.6923093795776367,0.7602523565292358
19,0.6922934055328369,0.7557894587516785,0.7731385827064514,0.6971608996391296
20,0.6778749227523804,0.7557894587516785,0.6712843179702759,0.7602523565292358
21,0.6604106426239014,0.7673684358596802,0.6739264130592346,0.7570977807044983
22,0.6499974727630615,0.7684210538864136,0.6628435850143433,0.7570977807044983
23,0.6268114447593689,0.769473671913147,0.6597336530685425,0.7570977807044983
24,0.6304717063903809,0.7768421173095703,0.6572973728179932,0.7570977807044983
25,0.6200289726257324,0.7810526490211487,0.6554454565048218,0.7507886290550232
26,0.6225224137306213,0.7768421173095703,0.6511616706848145,0.7570977807044983
27,0.623103141784668,0.7715789675712585,0.649708092212677,0.7539432048797607
28,0.6192910671234131,0.7768421173095703,0.6467586755752563,0.7539432048797607
29,0.5992705225944519,0.7926315665245056,0.6460282206535339,0.7539432048797607
30,0.600331723690033,0.7789473533630371,0.6471627950668335,0.7507886290550232
31,0.5891543626785278,0.793684184551239,0.645213782787323,0.7476340532302856
32,0.5905682444572449,0.7873684167861938,0.6568164229393005,0.7507886290550232
33,0.5985817909240723,0.7894737124443054,0.6527320146560669,0.7507886290550232
34,0.5803167223930359,0.7978947162628174,0.6399592161178589,0.7602523565292358
35,0.577649712562561,0.7947368621826172,0.644721269607544,0.7539432048797607
36,0.5655898451805115,0.8021052479743958,0.6374857425689697,0.7476340532302856
37,0.5723714828491211,0.7884210348129272,0.6312682628631592,0.7602523565292358
38,0.5571174621582031,0.8136842250823975,0.6335903406143188,0.7570977807044983
39,0.5515491962432861,0.8073683977127075,0.6312419176101685,0.7444794774055481
40,0.5519328713417053,0.8021052479743958,0.6288581490516663,0.7697160840034485
41,0.5493983030319214,0.8031578660011292,0.6275304555892944,0.7665615081787109
42,0.5422354936599731,0.8094736933708191,0.6334182024002075,0.772870659828186
43,0.5355167984962463,0.8105263113975525,0.6346139311790466,0.7570977807044983
44,0.5336011648178101,0.8052631616592407,0.6375375986099243,0.7476340532302856
45,0.5404821634292603,0.8031578660011292,0.6507285833358765,0.7192429304122925
46,0.5330016613006592,0.8221052885055542,0.6366298198699951,0.7413249015808105
47,0.503731906414032,0.8357895016670227,0.6269024610519409,0.7602523565292358
48,0.5191130638122559,0.8231579065322876,0.6247525811195374,0.7570977807044983
49,0.5135892033576965,0.8252631425857544,0.6244229078292847,0.7697160840034485
